sentence,article,start,end,group,pred_v1,pred_v2,pred_v3,text_sha256
934,174,110,209,angika_marked,bho,bho_Deva,anp_Deva,64c16b4ce6f04ff2eb2b70ee8531156001b64f707af86cf528b5edc44924aabd
935,175,0,75,angika_marked,bho,bho_Deva,anp_Deva,2289447f02989f8fcfe4bc4be41d52ff277e067fbfa6d5ce5afd2642aa6ce9df
936,175,76,105,angika_marked,mag,awa_Deva,anp_Deva,8aace38bd03ed4b3dcb1809ecf4923f8335b23298355053adf8d60d4c088de0d
937,175,106,205,angika_marked,bho,bho_Deva,anp_Deva,ccec1123069da142a4d2bce826fdc77c49ca30bf54a9d7e16117019c6a05cf44
938,176,0,57,angika_marked,mag,awa_Deva,anp_Deva,7764cf0a69426afed60dc68826c45a9ca424ab23afbd383a0c52dc43f1821874
939,176,58,120,angika_marked,hin,mai_Deva,anp_Deva,0d9414a0f18271680aa7d0701b672d195ac843cfd62dc6362cc92df19727ffa5
940,176,121,155,angika_marked,awa,awa_Deva,anp_Deva,c34bdb36c944298fd05d596528a20f64e3b5026733c4c206bede83d215743afa
941,177,0,107,angika_marked,bho,mai_Deva,anp_Deva,529d1c2f6781f8c64ba01377b610012e2c88b8669b47ec1391a75189f33716aa
942,177,108,160,angika_marked,bho,bho_Deva,anp_Deva,90d606f6db53900341a112d33cf4b9ba60ac563b145d29062b4bfb2c8173f016
943,178,0,37,angika_marked,mai,npi_Deva,anp_Deva,f3d35a1308bf61ca434d8ad7a6e994e09b10109e36ec0401782330139687a41c
944,178,38,83,angika_marked,mai,mai_Deva,anp_Deva,d06af51140684720a9fbc7833949345ed29b3703c77e89e23a0f66bfed4a835f
945,179,0,58,angika_marked,mag,awa_Deva,anp_Deva,de5d0eeac428b27edb2d2098b738b4b3f25361a63b4a8140c3e843c384fd0f0e
946,180,0,64,neither,mar,mar_Deva,anp_Deva,3a5a33237a4c297dad1d1fce681632879c8c0b5b01bea343755f541dd6a4a3f4
947,180,65,179,neither,mar,mar_Deva,anp_Deva,cf88826fe1c1f63242cca7f18addeb3c165083a2e48a649b0c5f2efbdefc18f0
948,180,180,335,hindi_marked,mar,mar_Deva,anp_Deva,bf236d17ba459544d90332e4920529d4474a9c7bba87d33c83a57bd72bafd5ba
949,180,336,397,neither,mar,mar_Deva,anp_Deva,f82ad23c8a9c62edc59bfddbe202b0bdfd9a7241c111882015f8e95a10bd32a4
950,181,0,77,angika_marked,kas,mag_Deva,anp_Deva,b7b11ac6a36cff2a18c4aaf8125edb88c27e37e1070a8b61621d6c2d2156e44e
951,183,0,109,angika_marked,mai,mai_Deva,anp_Deva,6544207cbfdb802daf477c48794493b8b1494dc86f21375432c1788850d56583
952,183,110,195,angika_marked,awa,awa_Deva,anp_Deva,6308a4eacdd2e08f5088bc600260d53444e22836e0f7ff215b70dd3bd5b67a05
953,183,196,354,angika_marked,awa,mai_Deva,anp_Deva,914c58c34875306aa24ea508936296a6b1555471c3e804bd0c6a7e393ae1c31a
954,184,0,129,angika_marked,mag,mag_Deva,anp_Deva,2b0bbd392502d0c7e6c2d0751cdd277d386ed1cecae037e6cf74c935027cda91
955,184,130,222,angika_marked,mag,mag_Deva,anp_Deva,c70ef32f5fc46638849574f6abf3ab53d234aae77b466de0083dd03e45a8b423
956,184,223,372,angika_marked,mag,mai_Deva,anp_Deva,24dd22da0d299bfe749d1f82977ba7815e1a9f61e99253467ae404ea7f93ac3f
957,185,0,107,angika_marked,hin,hin_Deva,anp_Deva,e372e5946e49c4db0b071eaf583c20254e1df4c7f83bed450c8f87fa9677438d
958,185,108,197,angika_marked,mai,mai_Deva,anp_Deva,a9fb94eb528ebafd46d13d00025e45f274b9a5e91a71089c391215968fde4cf7
959,185,198,242,angika_marked,mag,mag_Deva,anp_Deva,5a188fc7d22f55603d7e94e566791d9cdf708b20ec2821fc59b37b4e4c80d394
960,185,243,374,angika_marked,hin,mag_Deva,anp_Deva,f424255c8b910847e186cf2e08f88b2b79e7f5e92a894bcaeada6358ed2ce090
961,185,375,482,angika_marked,hin,mai_Deva,anp_Deva,cc8aa7433e4966956c66630975755b2060f83b5a16325130ae04666f88756807
962,185,483,529,angika_marked,mag,mag_Deva,anp_Deva,601e02c7df57956140f64e6e4410967ca475bb1d6f2884819a03c2d683872d3a
963,185,530,609,angika_marked,mag,mag_Deva,anp_Deva,cbbd26bcea2e983b8f13545e08102ff1e4e733cb17ce9bfa9d517eae150fe084
964,186,0,147,angika_marked,awa,awa_Deva,anp_Deva,7b3d826d18c96729de67441d889acfa15dca9cbccc2aa8d615457254d3ba5d16
965,186,148,210,angika_marked,mag,mag_Deva,anp_Deva,050def93c4aef2e042cd1a4d09ac79415625dccadaab4ccbf7a469801d76064c
966,186,211,288,angika_marked,hin,hin_Deva,anp_Deva,eeb237c3edd96f588bc6ccf6aae4d0459f0b06365311d1d64bff424e2ecd1f08
967,186,289,362,angika_marked,awa,awa_Deva,anp_Deva,680c98fff56a8637e8c59d54d41417111f1d9283f6afdc9b761cc55b41430c0d
968,186,363,582,angika_marked,mag,mag_Deva,anp_Deva,1f75f3ea88fa960f504d2070d2ea8da8f487f269807326e73ff8a2105df32cbb
969,186,583,637,angika_marked,hin,awa_Deva,anp_Deva,b5163bfa625ddf5506c7eea3215cd31b6f1ffb6c85d5b0702134106b580db3c3
970,186,638,821,angika_marked,mag,mai_Deva,anp_Deva,e9c51d8929fa70ba3f99a6e93fe38e572035d064c15bfcef9c18b9f4e4ecd99d
971,186,822,927,angika_marked,mag,mag_Deva,anp_Deva,54f971a575370007e35a39137de9b0bcad743e1bee339689b536fb7f6f7137f9
972,187,0,112,angika_marked,bho,hin_Deva,anp_Deva,80e51b0b640d1118432838758d61ea6db62f1657b6016aa7509afaed554786c2
973,187,113,165,angika_marked,mag,mag_Deva,anp_Deva,90eabb85c2652958de4b5d19da94965067ff0360bfe626fdfa7fc3d24ee9c0d6
974,187,166,260,angika_marked,mag,mai_Deva,anp_Deva,7276b557cbbc952aef96c7006b71593041778c6c289a0c5335a160ddcc71adbb
975,187,261,374,angika_marked,mag,mag_Deva,anp_Deva,b742337b81812dab5a02f9ccab28ce8fc7a749aab98316ef6abdeffb717323c2
976,187,375,444,angika_marked,mag,awa_Deva,anp_Deva,bcf01abc5f3cda082ff2a4f8384cd27538e8c1b0ac43c05f11f0e7d370fe0d34
977,188,92,216,angika_marked,awa,awa_Deva,anp_Deva,9f0f7eea0e329d2c47cabc9faba06cfe0fa74cce163a2f5012b4e1def05cf7bc
978,188,250,347,angika_marked,awa,awa_Deva,anp_Deva,85df5aaf1e31442f427b32cc13ce89e7a945979ed9f01e0333f6b9672a23ca9f
979,189,0,108,angika_marked,bho,mai_Deva,anp_Deva,990d83a0558beb7f056bccc78b9210ff408f8fefd2b64e6f0b1ba85b6a3b8a64
980,189,109,208,angika_marked,mag,mai_Deva,anp_Deva,b1b903b6e1170a4382e309ccf5da2d9cedb5cf40c46662b82625bed4324974ca
981,190,0,117,angika_marked,bho,mai_Deva,anp_Deva,78e62597c95a3940f59968de75f797e556392fece1c2ec68a70a1c6a78198a20
982,190,118,222,angika_marked,bho,mai_Deva,anp_Deva,85765438700911cf7d04c9272c5d25e8b583d938c1f927c49a363c7547776a50
983,191,0,77,angika_marked,bho,bho_Deva,anp_Deva,5326f4b4ba1f1ccb3b4ae5b7aeb94617fcdb3b2c2c829ada6d26220db0a6ac85
984,191,78,108,angika_marked,mag,awa_Deva,anp_Deva,3f42e92fb08dad0c481c9115b4f598d56bc08617099d79ae67a841232fb10d30
985,191,109,212,angika_marked,bho,mag_Deva,anp_Deva,6d14434eb0b7ae0bf2dfdcd6a1809e2924c0a08fd35dbf6d84884e574070782c
986,192,0,106,angika_marked,bho,bho_Deva,anp_Deva,b6600da948b907bf7de8a7d9c4773bfc9b3443997f5f96188f6ddc6a2dd3a44e
987,192,107,310,angika_marked,bho,bho_Deva,anp_Deva,5496f89798c65ffbdb302ac4a513cee54c1c7b595d346a2983db376492fdc622
988,192,311,390,angika_marked,hin,mai_Deva,anp_Deva,24d70b3a6f3b5d1292a08c8ba5271f76d094f1833f00a5c2007efcb95b6701fb
989,192,391,477,angika_marked,mag,mai_Deva,anp_Deva,271695ae910bdb230b580478f9253429b15aa3fbef73557dce50baa1623247e6
990,193,0,79,angika_marked,bho,bho_Deva,anp_Deva,97d20bfa66b407b4bdc07e260c6b657c26826c666fda3975b1585a193258d65c
991,193,110,213,angika_marked,bho,bho_Deva,anp_Deva,aa485b365fd4bbcd09dc9394ecad2945dabb6dd4fc4168f37a29a962bb758400
992,193,214,308,angika_marked,hin,bho_Deva,anp_Deva,1b0d048abf6d3c1351f0bc157ead24d0aea66961dd55b1c15a449fa43ac93a58
993,193,309,390,angika_marked,hin,awa_Deva,anp_Deva,b57c569fb155878469e4dea130877ad92cf8ad6dd3064eb668f6f954c0ce38a8
994,193,391,479,angika_marked,hin,mag_Deva,anp_Deva,d949b7e9b9b06f5d4528dfea528d0d87dcbf30f2a9222b3fdfed3444f8174f43
995,194,0,249,angika_marked,bho,mag_Deva,anp_Deva,ea5261e337a5f657985cdc5bebb5cc76bd250ec1d1bab355ecd4f37ef1ac46a4
996,194,250,354,neither,mai,hne_Deva,anp_Deva,abbe23abbb1cdc532ff613e46c921413424447e707a8a859d8298c6e7eeda29e
997,195,36,110,angika_marked,mag,mag_Deva,anp_Deva,a809deb2281dee7b22cfc3fd58736d8446c0c913e9be1c5b2d69200ae3865046
998,195,111,196,angika_marked,mag,mai_Deva,anp_Deva,4da9f7ec2df5ce83aad1cff30fb624426d9eaaa76af5704b82fb3f20bb98e94d
999,195,197,256,angika_marked,mag,mai_Deva,anp_Deva,3b48587994e8152a304e1fecb8198149ae36c13e39b4010ce4597700df6b1d03
1000,196,0,50,angika_marked,mag,mag_Deva,anp_Deva,87d79c643704af01f8233e7be7b75a7320c74653b770bcef75ff427f1de03831
1001,196,51,111,angika_marked,mag,mag_Deva,anp_Deva,cab1ce3fb85544522cd2b8135e7365b8eefc08a6dc48344231a1153c8c7fdf6d
1002,196,112,178,angika_marked,bho,mag_Deva,anp_Deva,69401eb2153fb32d974e497e4c34aef04d4ea23b16231fc218870df4252c5c83
1003,196,179,405,angika_marked,mag,mag_Deva,anp_Deva,14eedaab95deb57f74898e3d8934045b1f4cc1da824491d502ae0da8b80343f4
1004,196,664,836,angika_marked,mag,mag_Deva,anp_Deva,fa1792057f63d20c36931f31ea92bdb62aeaa2c33255077ee9d8d3ac98d61c86
1005,196,837,1190,angika_marked,mag,mag_Deva,anp_Deva,edaf1e4635530d718e8f8d921c40fa9b3ebf33c65a47b025bbc42de16394a67b
1006,196,1191,1281,angika_marked,mag,mag_Deva,anp_Deva,bbbe8c650cf28adc8bd01231edd983be75895163a69978e19294ff920025cd04
1007,196,1282,1475,angika_marked,mag,mag_Deva,anp_Deva,97660431132b40c7d226508f22030099e5a09bd5dc0acd8a721105d974b52622
1008,196,1476,1534,angika_marked,mag,mag_Deva,anp_Deva,73d490fa3a7a1bd7f7f20d5cf66762b6d238e44d2d90ff338b5d6800a1737187
1009,196,1535,1625,angika_marked,bho,mai_Deva,anp_Deva,f4aa4ea800bbf477937ac1113a9285799c9beac80f1d14a68bb9fc1150a4a8eb
1010,196,1626,1801,angika_marked,mag,mag_Deva,anp_Deva,28dd36a975a5b0aeb8fb497af5fad2aba47c989ebbcbb3074d89efcff8738293
1011,196,1802,2059,angika_marked,mag,mag_Deva,anp_Deva,b8da5e6283d1a56bb73a0fc2abb5dfbfd55156cefe29427c73e46adf2fab7da3
1012,196,2060,2108,angika_marked,mag,mai_Deva,anp_Deva,9fbdc5951bf5da16676d1de38b84487d8df6641cfda9edf749b8b38f856c750c
1013,196,2109,2291,angika_marked,mag,mag_Deva,anp_Deva,e47763fda9dcea69b1a6a30515201ea4ee4a5e6bc2c1dbbb13561da652cdbb0b
1014,197,0,36,angika_marked,mag,mag_Deva,anp_Deva,b50c882378ab6fcc7c9f4798e719ff081900ef253d6b060e2ee68776de45036e
1015,198,129,212,angika_marked,awa,awa_Deva,anp_Deva,d9e9125864678b571f3af32fe3e5eabcb7fded6eabe0a3cce08a47db6b6dd492
1016,198,213,275,angika_marked,mag,awa_Deva,anp_Deva,7c043972dab0e36fab5ac3a689bfd6c886433224bae7822efcfd21ac09faa954
1017,199,0,112,angika_marked,mag,bho_Deva,anp_Deva,7386794ec344fcb03dd109e16793b582509567ead04c14ad9c075fc7f092e20c
1018,199,113,170,angika_marked,new,mai_Deva,anp_Deva,c69360e56be9af5cd58f864824f0a684b0680cd74eacb3639d44f0850243fdc2
1019,199,171,199,angika_marked,awa,awa_Deva,anp_Deva,6feb6bf19386c8b313a10fc566013d6b40ae9fba2de23c8a87b1b2d0f795a4a9
1020,200,0,23,angika_marked,mag,mag_Deva,anp_Deva,eefc14758cb82fd143c7209f8f70eb793cba11f3db0685dfffd372631cde5fe1
1021,201,187,276,angika_marked,mai,mai_Deva,anp_Deva,e1404b94e4ebcb69ed50b14e50b261ffda0adf3d1a192bd21bcd39e9806d3e5b
1022,201,277,353,angika_marked,hin,awa_Deva,anp_Deva,697be2fdc7fe0b75c8b1271f0367bb3d330427790839bc4a51441026181a7437
1023,201,354,429,angika_marked,mai,mai_Deva,anp_Deva,5251303d1ff50460ac093fe56bded67b9d946118d8593d6c7e271dd0cf3d77d4
1024,201,527,663,angika_marked,mai,mai_Deva,anp_Deva,f35d27899920bd852534474b6e8e019a95d572332d5f2fecc2b9dd8e4337dc2c
1025,201,664,730,angika_marked,mai,mai_Deva,anp_Deva,ac33a9467d980d0b25edc4f7d1f60bca6bb4aac3d923cde2022677e050152762
1026,201,731,813,angika_marked,hin,awa_Deva,anp_Deva,3a7b6569fed723db6b83f017cfa0796c451839dd2b662d8d76945f349ffe8d2f
1027,201,814,937,neither,hin,hin_Deva,hin_Deva,906381a002fa04bfffe8ed9a096b8c8aaf0ccf60a9c72a0195835afcff58e31c
1028,201,938,1146,hindi_marked,hin,hin_Deva,anp_Deva,2e78cfcc1e5d4764e0441b3502d13386298a793c90569cab2f84ce6bbd68a2c0
1029,201,1147,1212,hindi_marked,hin,hin_Deva,anp_Deva,308f96c587eeaaeaee560262e299c8dbb1c925ff3d795298770423e5513ee9bc
1030,201,1213,1493,hindi_marked,hin,hin_Deva,anp_Deva,5c0ee740c7319245faa450efcc82b57967e701056342d70f82d460de966786ae
1031,201,1494,1582,hindi_marked,hin,hin_Deva,anp_Deva,bf064d279a9eb8d159446ea34d037b8fb92e4a095a95b87e9baa677163a22c70
1032,202,0,76,angika_marked,mag,mag_Deva,anp_Deva,71c4da24049ea89cceb6696c68a7c9240f15d3d5bc7c5b93e1adbe4f409f822a
1033,202,77,167,angika_marked,mag,mag_Deva,anp_Deva,90b418944dbbbe61a333d5678bef2cfa02ba1ce2e25e391995cf291babb05bab
1034,202,168,420,angika_marked,mag,mag_Deva,anp_Deva,11ab525e16dffe12f98c8b4fb0cb0a7cbc80010967456ec40a111687e2b17a58
1035,202,421,556,hindi_marked,hin,hin_Deva,anp_Deva,6cf9f61e816cee556dfb92c2e4aac63a7eaaac8af2d3b8d3f9a548e1b89b5595
1036,202,557,618,hindi_marked,hin,awa_Deva,anp_Deva,f8ba269215dfdfeb04a40f2cbb976e98ef99a6f01411b7d491375914a293c357
1037,202,619,682,hindi_marked,hin,hin_Deva,anp_Deva,291bad59bc88192a0e13ae0750403719f0fe240f3e49f322cc74f7564c7dcfcb
1038,202,683,750,neither,hin,hin_Deva,anp_Deva,2e342d495a438257ab21bceab19a7adf8f7d7f75e2e57cd089b1f9c805cb205e
1039,202,751,851,neither,hin,hin_Deva,anp_Deva,5313cc40e864ec5f87c6568e42ac1538d66ba65fbe815603eaa9acb33b33d2e5
1040,202,852,906,neither,hin,hin_Deva,anp_Deva,d737a8fd2b5fcdba96687c2d3981d45afe378d4582cc3dec1d83f0178a024035
1041,202,907,971,hindi_marked,hin,hin_Deva,anp_Deva,c183462d75355b38099fc2bbd6c5f38dfdf50533c337b49459223c1d5c990601
1042,202,972,1052,hindi_marked,hin,awa_Deva,anp_Deva,e78ee07a2ecd010ab6afd8e1457cbea29a8f0751c36a2bde29e6a97df18f49f7
1043,202,1053,1142,hindi_marked,hin,hin_Deva,anp_Deva,20f16cca76f9547b1b95d53e911127958e3b7137fb942e8742eafc8fe84b76a8
1044,202,1143,1204,hindi_marked,hin,hin_Deva,anp_Deva,1d19c2891ddbcce50ea40e4d845ae5e7b92f9ed56b8f02644baf987c3f7d4cfe
1045,203,0,133,angika_marked,bho,mag_Deva,anp_Deva,78ec0de28497609207227f66343365e419532df5c54fed8802bc410feb0d9f09
1046,204,0,230,angika_marked,mag,mag_Deva,anp_Deva,a7310bc84c7da0e274eafcbb838875e0a85c3b62e223a21808d0b4d52bb098fc
1047,205,0,56,angika_marked,mai,mai_Deva,anp_Deva,e1a564f3f6e41d210cc140b1aad200ccd8414b330fe9aefe5260bd25b48cd88d
1048,205,57,176,angika_marked,mag,mag_Deva,anp_Deva,c31bde25eeaeef530c82180a716f8cf55776aaad9e17b4526a66f392d85b5ef9
1049,205,177,248,angika_marked,mag,mag_Deva,anp_Deva,d1e5409cb3e5b8f97c06141b50f09d5b91baf8a7c78bf1b609f0a6aea8bab3ff
1050,205,249,303,angika_marked,mag,mag_Deva,anp_Deva,72b09d7b3a47f813cccf2339082fe4c9c1f10b0da1c20d1419517b88a571db2c
1051,205,304,340,angika_marked,mag,mag_Deva,anp_Deva,75f73c43c30f70262264de56f3858e445187e3bba0f2bc679a09599010e43c58
1052,206,0,160,angika_marked,mag,mai_Deva,anp_Deva,81fe90e183ec72fb41e2e0ac331b11468287453752134e6970b0338d60f20cb0
1053,206,161,193,angika_marked,mag,mag_Deva,anp_Deva,772fe5a8a84f0356ec38a1bf9de456c54ef82ada9eb4680801aea743445292f7
1054,207,0,43,angika_marked,new,new_Deva,anp_Deva,5559d93aa84770349842b45ce2a098fb4a5c407e75bbf885111f72c6f4c9e163
1055,207,44,94,angika_marked,mag,mag_Deva,anp_Deva,19b59eb73df9f01cfeb01068df7f8e134ad4c85eccf8d0c57b29f9f39d179b64
1056,207,95,142,angika_marked,new,mai_Deva,anp_Deva,a285b6d6a6a780263014d9a72117ce9ed51907cf75ab97970c8ef4f434e871ca
1057,207,143,221,angika_marked,mag,awa_Deva,anp_Deva,e820393dde6755e978e4a9dba257dabd496e4490bbaa8ed7a6e8fbd83a7fa083
1058,208,0,156,angika_marked,mag,mag_Deva,anp_Deva,195060d53426f10f58a5c8f562a68d18669b9606a4d30394aac91a4e7c536dec
1059,209,0,181,angika_marked,mag,mag_Deva,anp_Deva,101a1cbb209c5b5def07bd0802d173c25144e3334deb2f92f39190d5662f3034
1060,209,182,234,angika_marked,mag,mag_Deva,anp_Deva,6be4620df1827ff0fe751ec1fc059b8bacbfefdf62cf818ff17b5019af6f1674
1061,210,0,177,angika_marked,bho,mag_Deva,anp_Deva,260138fc22394e2ca4b990c1364fa98330ce70b7d6e35c53abe3939e86dc9a94
1062,210,178,202,neither,mag,mag_Deva,anp_Deva,8ba8df65b6c528b239f3a90d1dc10697ae75a37c0f5708111d558e8b1dc5cbbc
1063,211,0,71,angika_marked,new,new_Deva,anp_Deva,9bd6e340636eed6c702d0339cbf69c3a87c2bad8ee2168fdf6e2534d4c374218
1064,211,72,169,angika_marked,mag,mai_Deva,anp_Deva,4eb5f077a6a7f894dab64b86f45f6d5fca1ef27016c61478ed9231e2cfa4a2f4
1065,211,170,237,angika_marked,mag,bho_Deva,anp_Deva,a859b8722799f1cb012f65b70856c25d6d15617a6708db3436d77c760e44dec3
1066,211,238,302,angika_marked,mag,mag_Deva,anp_Deva,543ea4bfc15cea40fb8f7f986ea347bce2afb24b54210582e3d51534908edf48
1067,211,303,376,angika_marked,mag,awa_Deva,anp_Deva,5289c06efcb2a2b72f27139283dc8d1128baa0e0f56bd8acd180e2fcd2d5e0a2
1068,212,0,98,angika_marked,bho,bho_Deva,anp_Deva,c0e66e07cd60959c7655259faf96abba574baeb5038f392729695a571d963e08
1069,212,99,207,angika_marked,bho,bho_Deva,anp_Deva,a3906982012b7cc6ee2c7ad785755f196a65abab7ec1e9dfa3d742f3ca9ce71a
1070,212,208,293,angika_marked,hin,hne_Deva,anp_Deva,80a2e78d7b2e2371aa66d11f5e9c7ded5888e9b889031a5af5af6513e474eedb
1071,212,294,365,angika_marked,mag,mai_Deva,anp_Deva,b45f0ba054ef8fc85818814118db0e24d640776582ff4656ca193dcd808d9c7d
1072,212,366,443,angika_marked,mag,mai_Deva,anp_Deva,207deb27d41c555eb56f10f8ab460d2bc9351a3b703439ad900996b9f0eef41f
1073,212,444,493,angika_marked,hne,hne_Deva,anp_Deva,b373b817672c57e89543ae62324014583aa35e2c8c4f669dce5a631a57e5cf72
1074,213,236,389,angika_marked,mag,mai_Deva,anp_Deva,a17ec41584d3dd18aac03e273d209fdb534a711d62b60221648d7a03ed95343a
1075,213,390,585,angika_marked,mag,mai_Deva,anp_Deva,ce91f512a5ac30a5d3a865d3f9cf4b5390f94c9a6841d82daa384528c04ca2f5
1076,213,586,711,angika_marked,mag,mag_Deva,anp_Deva,115516a22b97e05ce531b4e4e71947b319f5e39e9ce081976eb4edb1ea150c83
1077,213,712,858,angika_marked,awa,awa_Deva,anp_Deva,5779b50139f711dce3e6ce6a2d06cf6720abd12ae49849b6f938ef1e827c004b
1078,214,0,106,angika_marked,hin,awa_Deva,anp_Deva,6ae3999f246fb426d00bcf42e55de00c0678caf2b626040673a985e714967ff0
1079,214,107,181,angika_marked,hin,mai_Deva,anp_Deva,8fbd26e390d85cde4969a05adeac3b823489699341e543b8c661749f74ecf23d
1080,214,182,219,angika_marked,mag,mag_Deva,anp_Deva,5c9fdef82e73d2f07226c592095e26f55c35ceeb5b34dfbcb67bc3208687b911
1081,214,220,280,angika_marked,hin,awa_Deva,anp_Deva,7e3458d79b2d3f76a5d40a85c9d4dd152e3cea1185dc47b869fa5c64abde42e1
1082,214,281,331,angika_marked,new,new_Deva,anp_Deva,afbe491ed9a82671c5ce454aa60d6aa2607a1a05d9fb9e27dd1acebf9ce69c11
1083,214,332,367,angika_marked,mag,mag_Deva,anp_Deva,9b4ac6d8c6c054defa661cb3d37cc47d6b803b04e0c02d4e6fefe1ff7499f515
1084,215,0,68,neither,hin,mai_Deva,anp_Deva,d1df8d3be78171ead201886c1cc181498e63c677f1723fd0f554b194512eb543
1085,215,69,106,angika_marked,mag,awa_Deva,anp_Deva,b8950bf3fb0797bc6b1ba24b0d9a0e3e98f450c0f2b74e2f77b36f52f7d7a270
1086,215,107,177,neither,mag,mag_Deva,anp_Deva,41986eb53fdd5b937ec6373e5fb856fee9b5271271c9633157c189d1e24c20a4
1087,215,178,223,hindi_marked,hin,awa_Deva,anp_Deva,957b296ff283f0a6d619f3b43c5a3231f86eabe0f664902e5795c2844071e764
1088,216,0,150,angika_marked,npi,mag_Deva,anp_Deva,a5d43cad782c484cf056ee3c0afa3008ae730dac30ac195df096eed7c77cbe00
1089,217,0,66,angika_marked,mag,mag_Deva,anp_Deva,a0b224a913df848c032da0d3604ba0606045ec88e20700ce876f2c5474baee3c
1090,217,67,95,angika_marked,mag,awa_Deva,anp_Deva,17127f19c97d32029c473ab069a11f5fbd41172ab8b6913fc2c7f3d048094956
1091,217,96,138,angika_marked,mag,mag_Deva,anp_Deva,41fc01edce8aee709a0d5096d32dee27668ddc8d19154d5ce6b73c3e2df832f9
1092,218,0,124,angika_marked,mag,mag_Deva,anp_Deva,ce635300fb64d128c7de69ce7dfc99944d2a36cbaa2267eef81e70c66a16bc79
1093,219,0,89,angika_marked,mag,mag_Deva,anp_Deva,9dcd8d2150621e38dcbdfc6d803f892cfc3cfcd569f40924a53937ea5299a589
1094,219,90,123,angika_marked,mag,awa_Deva,anp_Deva,bcd82106cba98c7e5a21801726939b0d351bd8f25bac7a5f902dd16d5c8c2c1f
1095,219,124,240,angika_marked,mag,mag_Deva,anp_Deva,982b0b53bb7144a95c4196bb9b5fad0584a4c6550107317e872d095536679936
1096,219,241,309,angika_marked,mai,mai_Deva,anp_Deva,0e31ea53cfecee83219a2c5c65c09fc0d04d6566071964dce32b8eccd7e58db7
1097,219,310,498,angika_marked,mai,mai_Deva,anp_Deva,06a57461b802dc95a5607e27d1c21839a91b630f735dbffa8dbf33aadaaeaae0
1098,219,499,668,angika_marked,mag,awa_Deva,anp_Deva,72ca70a244fe80a00075f595a2f6f31228d8998eb9bfc1b77a252fbf487d5662
1099,219,669,761,angika_marked,mag,awa_Deva,anp_Deva,0927c0f81349e04235e3d4586454cc0749031bfaaf47ec4d767c2902c5f1ed50
1100,219,762,829,angika_marked,awa,awa_Deva,anp_Deva,3e6a0c6db612d4e9c7526904a22f451a20f359f6ce82da203d6732554af57b48
1101,221,0,176,angika_marked,mai,mai_Deva,anp_Deva,c46dc8fbfe4c736f9a7e3e225c33acf7250ee01805d46eabe3fe5e52f303ba77
1102,221,177,236,angika_marked,mai,mai_Deva,anp_Deva,dba9ec060a05ed2a6b3d0d8e5b1cbc5a0b5b12e775e7f86981f2408da16ab877
1103,221,237,329,angika_marked,awa,awa_Deva,anp_Deva,e02ba030afd08233fcc50a1659615d539aee4c729383f4396dcd41416e8f2b93
1104,221,330,427,angika_marked,awa,awa_Deva,anp_Deva,de2321fb7435c5d9bc9c08c3f347868fd14dd6733c1a29620558824995580846
1105,222,0,26,angika_marked,hin,hin_Deva,anp_Deva,f42b72cc02d2c035a0d5d381fc47961879b5d0bb6c0e259109b81ce5fba2ffc9
1106,223,0,55,angika_marked,mag,mag_Deva,anp_Deva,a8bf30d57e9a7372e2f251e446dee692588b7f27fe9f0c12907a31e112d8b8dc
1107,223,56,130,angika_marked,hin,hin_Deva,anp_Deva,31c919d94b7259e8a7379d10a9fe00c3a35029d198c89ae83ba428183a9802ad
1108,223,131,242,angika_marked,bho,mai_Deva,anp_Deva,c7149f8694dd5208a416d46a9a8ac2323eb816b8ced1407d2cf5aee933663957
1109,223,243,316,angika_marked,hin,mai_Deva,anp_Deva,95d66ec05501211edd41745056e2c1112cb7d073d8a2beca4a04bde488a1c036
1110,224,0,163,angika_marked,mag,mag_Deva,anp_Deva,7b1f4de3aa8956b294c97f5638fc4e379dddcf48cc1e00e3652752a2e10c5ff3
1111,224,164,253,angika_marked,mag,mag_Deva,anp_Deva,77d905f3724bca8df37da1c560c12105a10959f0e9fa3870c28b1205b0db22e1
1112,224,254,435,angika_marked,bho,awa_Deva,anp_Deva,39a0adb94736fa84d355d440f67ce751044042250a170e3297d898e95f463c99
1113,225,0,235,angika_marked,mag,mag_Deva,anp_Deva,d84662e6fe3e805cdc3bff8f9fbf0a28375f0fc675ad2fe736a3bce21f4e27b2
1114,225,236,445,angika_marked,mag,mag_Deva,anp_Deva,49af34cf67856f85e847fe32bf9a15dc5b69ecd59ba2a9e15cd6a5bad5e397fd
1115,225,446,747,angika_marked,mai,mai_Deva,anp_Deva,fe35d2fcfc8918e344e4449fb7cbced0d4b5b83b645095df697f619e6cdcc64f
1116,225,748,846,angika_marked,mag,mag_Deva,anp_Deva,4fc8692608f1692534e7282af5849eb6b86d88495da4564a3c527c51dcfc0c1e
1117,225,847,918,angika_marked,hin,mag_Deva,anp_Deva,3008de8874e73d3b444cc6342cf709f8806641834906eb914f25fe068d48ee85
1118,225,919,1019,angika_marked,mai,mai_Deva,anp_Deva,0444e517fa1e80b76a1dd64aba118cf7086255d563de99b96a7d67b0bafb7561
1119,225,1020,1124,angika_marked,mag,mai_Deva,anp_Deva,e35ea53910f00f53a625d7ba682addeff7cc6a96382006684d9e654b6e68b715
